IDs	SMILES
CDK_Depict_15_11	CP(=S)(C)N1C=CN(C=C1)P(=S)(C)C
CDK_Depict_15_12	CC(C)[C@@H]1C2=C(CCCC2)NC3=N[C@H]4CCCC[C@@H]4N13
CDK_Depict_15_13	C1=CO[N+](=PC1=S)[S-]
CDK_Depict_15_14	C(=O)(O)OI
CDK_Depict_15_15	CCSC1=NN=NC1Cl
CDK_Depict_15_16	COC1=NC(N=CN1)Cl
CDK_Depict_15_17	C=C1C=CC(=C2C=CC(=C)C=C2)C=C1
CDK_Depict_15_18	N(=S=N[Te]F)N(N=S=N[Te]F)N=S=N[Te]F
CDK_Depict_15_19	C1[C@@H]([C@H](C2=CC=CC=C21)O)O
CDK_Depict_15_20	C[C@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)O
CDK_Depict_15_21	CCOC(=O)[C@]1(C[C@H]2CC3=CC=CC=C3N2N1)C
CDK_Depict_15_22	C[C@]12CC[C@@H]3[C@H](CC3(C)C)[C@](C1)(CC[C@H]2O)O
CDK_Depict_15_24	CC(C)(C)C(=S)P
CDK_Depict_15_25	CC12CCCC[C@@H]1CCC3C2C(CC4(C3CC[C@@H]4N)C)O
CDK_Depict_15_26	[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])NC(=S)N
CDK_Depict_15_27	C(=N\N=C(N)N)\C(=N/N=C(N)N)\C(F)(F)F
CDK_Depict_15_28	C[C@H]1C=C(C[C@H]2[C@@]1(C(=O)C(CC2)(C)C)C)C
CDK_Depict_15_29	C1#C[Te]C#C[Te]C#C[Te]C#C[Te]C#C[Te]C#C[Te]1
CDK_Depict_15_30	CN[C@H](C(=O)N)C(=S)S
CDK_Depict_15_31	CCOC(=O)C(=O)NC1=NC(=S)SS1
CDK_Depict_15_32	C(C(Cl)(Cl)Cl)SC(=O)Cl
CDK_Depict_15_34	CCC[C@@H](C)C1(C(=O)NC(=O)NC1=O)CC=C
CDK_Depict_15_36	C(F)(F)(F)[Sb]N([Sb]C(F)(F)F)[Sb]C(F)(F)F
CDK_Depict_15_37	CC1=CSC(=S)N1OC2CCCC2
CDK_Depict_15_38	C[C@@H]1CC[C@@H]([C@@H]1C2C(=CC(=O)O2)C(C)C)C(=O)C
CDK_Depict_15_39	CC1=CC[C@@]2([C@H](C1)CCC(C2=O)(C)C)C
CDK_Depict_15_40	C1[C@H]([C@H]1OC2=C(C=CC=C2Cl)Cl)N
CDK_Depict_15_41	CP(C)OSP(C)C
CDK_Depict_15_42	C(O)P(CO)(CO)(CO)Cl
CDK_Depict_15_43	[2H][C@](CC(=O)C1=CC=CC=C1NC(=O)C)(C(=O)O)N
CDK_Depict_15_44	CC1=C(C=NOC1)C
CDK_Depict_15_46	CC(C)(C#CC(=O)SC)N(C)C
CDK_Depict_15_47	C1=C(C(N=C(N1)Cl)Cl)F
CDK_Depict_15_48	C1(=C(S[Si]=C1F)F)F
CDK_Depict_15_49	CN[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O
CDK_Depict_15_50	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N
CDK_Depict_15_51	C1CC(C=C(C1)SC2=CC=CC=C2)SC3=CC=CC=C3
CDK_Depict_15_52	COC(=O)C(=C1NSC(=C(C#N)C(=O)OC)NS1)C#N
CDK_Depict_15_53	C[C@H]1CC[C@@H]2[C@H]([C@]3([C@@]1(CCC3=O)O)C)OC(=O)C2=C
CDK_Depict_15_54	C(C1=NNC(=S)N1N)C2=NNC(=S)N2N
CDK_Depict_15_55	C=S1C(SC(SC1(Cl)Cl)(Cl)Cl)(Cl)Cl
CDK_Depict_15_56	CCCCN=S(=O)(C)N1CCCCC1
CDK_Depict_15_57	C1=CP(=O)(C=CO1)Cl
CDK_Depict_15_58	CC(C)(C)C1=C(P=P1)C(C)(C)C
CDK_Depict_15_59	CC12CCC3C(C1CC[C@@H]2O)CCC4=C3C(=CC(=C4)O)O
CDK_Depict_15_60	C(OP(=O)(O)O)(OP(=O)(O)O)(Cl)Cl
CDK_Depict_15_61	[B]C(CSSC(CN)O)(N)O
CDK_Depict_15_62	C[C@H]1[C@H]2CCCC[C@@H]2CC(=O)O1
CDK_Depict_15_63	C1=C(C(=CSS1)O)O
CDK_Depict_15_64	CCCCC[C@@H](C=C[C@H]1[C@@H](CC2C1CC(=CCCCC(=O)O)O2)O)O
CDK_Depict_15_65	C1CSP2N1CCS2
CDK_Depict_15_66	CC(C)C(C(=N)N)SP(=O)(O)O
CDK_Depict_15_67	CP(S(F)(F)F)S(F)(F)F
CDK_Depict_15_68	C(C(F)(F)F)I(Cl)Cl
CDK_Depict_15_69	C1(=O)PC(=O)P1
CDK_Depict_15_70	CSC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
CDK_Depict_15_72	N1=NN=NN=N1
CDK_Depict_15_73	C1(=S)NN(C(=S)S1)NNC(=O)N
CDK_Depict_15_74	C[C@@H]1CC2=CC(=O)CCC2C3C1C4CCC(C4(CC3)C)O
CDK_Depict_15_75	C1=CC(=CC=C1[C@H]2[C@@H](S2)C3=CC=C(C=C3)Cl)Cl
CDK_Depict_15_76	C[C@H]1C(=O)CCC2=CC[C@H]3[C@@H]([C@]12C)C3(C)C
CDK_Depict_15_77	C[C@@H](CC1=CC=CC=C1)N
CDK_Depict_15_78	CC(=O)O[C@H]1[C@H](O[C@H]2[C@@H]1OC(O2)(C)C)[C@@H]3COC(=O)S3
CDK_Depict_15_79	O1OSSS1
CDK_Depict_15_80	S(Br)(Br)(Br)(Br)(Br)Br
CDK_Depict_15_81	COC(=O)C1=C(SS1)C(=O)OC
CDK_Depict_15_82	C(/C=C\C(C(F)(F)Br)(F)F)O
CDK_Depict_15_83	CC1(OC[C@H]([C@@H](O1)COCC2=CC=CC=C2)OC(=S)SC)C
CDK_Depict_15_84	B(C1CCC(C1)(C(=O)O)N)(O)O
CDK_Depict_15_85	CN1C(=O)[C@H]([C@@H](N1)[C@H]2COC3(O2)CCCCC3)CCO
CDK_Depict_15_88	C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)[C@@]2([C@H](O2)C)C)C(C)C
CDK_Depict_15_89	B1(P(B(P(B(P1C)C)C)C)C)C
CDK_Depict_15_90	C1=CN=CN=C1OS(=O)(=O)O
CDK_Depict_15_91	B(CC)(Cl)Br
CDK_Depict_15_92	[N-]=[N+]=NO[I-](F)(Cl)Br
CDK_Depict_15_93	CCN(CC)C(=NC(C)(C)C)C(=C)Cl
CDK_Depict_15_94	N(=S=O)[Ge](N=S=O)(N=S=O)N=S=O
CDK_Depict_15_95	C=CCN(CC=C)SSSN(CC=C)CC=C
CDK_Depict_15_96	B(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3
CDK_Depict_15_97	B1(NB(SN1C)C)C
CDK_Depict_15_98	C[C@@H]1CC[C@@H]2C13CCC(C(C3)C2(C)C)(C)OC(=O)C
CDK_Depict_15_99	CN(C=O)/N=N/N(C)C=O
CDK_Depict_15_100	CC1([C@@H](O1)COC2=C3C(=CC4=C2OC=C4)C=CC(=O)O3)C
CDK_Depict_16_1	C1=C[Sb]C(=[N+]1O)O
CDK_Depict_16_2	CC1=CC(=P(C=C1C)(Br)Br)P(Br)Br
CDK_Depict_16_3	C[C@H](/C=C/[C@@H]1[C@@](CC[C@]1(C(C)C)O)(C)CC(=O)OC)O
CDK_Depict_16_4	C(CNC(=S)N)C=C(F)F
CDK_Depict_16_5	C1=CSSC(C1C#N)/C=C\C#N
CDK_Depict_16_6	COP(=O)(N1C=CN=C1)O
CDK_Depict_16_7	C(C(F)(Cl)Br)Cl
CDK_Depict_16_8	CO[Te](OC)(OC)Cl
CDK_Depict_16_11	CO[C@@]12C[C@H]3[C@@H]([C@@H]1C(OC2)O)CC(=O)O3
CDK_Depict_16_12	COC1=[Al]C=CC=C1
CDK_Depict_16_13	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C
CDK_Depict_16_14	C1CC[C@H]2COC(=O)[C@H]2CC1
CDK_Depict_16_16	C1=NC(=NO1)C(Cl)(Cl)Cl
CDK_Depict_16_17	C(=O)=[Pb]=C=O
CDK_Depict_16_18	CC(=C=C=C(C(C)(C)C)P(C)C=C)C
CDK_Depict_16_19	CC(=O)OC[C@@H]1[C@H]2[C@@H]([C@H]([C@H](O1)OC)OC(=O)C)OC(=O)S2
CDK_Depict_16_20	CC(=C=CP(=O)(/C(=C/Br)/CBr)O)C
CDK_Depict_16_21	C(CCN=C(N)N)C[C@@H](C(=O)O)N
CDK_Depict_16_23	CN(C)C(=PP=C(N(C)C)N(C)C)N(C)C
CDK_Depict_16_24	CC(C)(C)S(=S)O
CDK_Depict_16_26	C[C@@H]1CC[C@H]2[C@@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O)O
CDK_Depict_16_27	C([C@@H](C(=O)O)N)C(=O)O
CDK_Depict_16_28	COC[C@@H]1[C@@H]2[C@@H]([C@H](OCO2)COC)OCO1
CDK_Depict_16_29	C(ON)(ON)(ON)ON
CDK_Depict_16_30	C1=CSC(=N1)S(=O)(=O)F
CDK_Depict_16_31	CO[N+](=O)O[N+](=O)OC
CDK_Depict_16_32	CCCCN1CCC[C@H](C1)OC(=O)NC2=C(C=CC=C2Cl)C
CDK_Depict_16_33	COC(=O)[C@@H]1CCN[C@@]1(C2=CC=CC=C2)C(=O)N3CCCCC3
CDK_Depict_16_34	C[C@H]1C[C@@H]2CC3=CC=CC=C3N2N1
CDK_Depict_16_35	C([C@H](C(=O)O)N)SC[C@@H](C(=O)O)N
CDK_Depict_16_37	C1=NC2[Se]C(=N1)[Se][Se]2
CDK_Depict_16_38	CC1=NC=C(C(=O)C1)O
CDK_Depict_16_39	C(C(=O)NC(=C(Cl)Cl)C#N)F
CDK_Depict_16_40	C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O
CDK_Depict_16_42	CC(=O)N1CCC(CC1)(N(F)F)N(F)F
CDK_Depict_16_44	C12=C(N=N1)SSNC2=S
CDK_Depict_16_45	CN1C=CS(#C1)=O
CDK_Depict_16_47	CC1=C2C=C(CC[C@]2([C@@H](CC1)O)C)C(C)C
CDK_Depict_16_48	C[C@@H]1CC[C@H]2[C@]3(CO3)C(=O)O[C@H]4[C@@]25[C@H]1CC[C@](O4)(OO5)C
CDK_Depict_16_49	CC(C)(C#N)N(CN(C(C)(C)C#N)O)O
CDK_Depict_16_51	CCCCCCCCC[C@H](CCCCCCCC(=O)O)O
CDK_Depict_16_52	CCC(C1=NC=NN1)S(=O)(=O)N
CDK_Depict_16_57	N1=S=NS(=O)(=O)N=S1(=O)O
CDK_Depict_16_58	C=C[C@H]1[C@H]2CC[C@H](C2)[C@@H]1C3OCCO3
CDK_Depict_16_59	CC(C)[C@H]1C2=C(CCCC2)NC3=N[C@H]4CCCC[C@@H]4N13
CDK_Depict_16_61	C[C@@H]1C=C(C[C@H]2[C@@]1(C(=O)CC(C2)(C)C)C)C
CDK_Depict_16_63	C1CCC(CC1)[Ge](I)(I)I
CDK_Depict_16_64	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC
CDK_Depict_16_65	CCC(=O)O[C@H]1CCC2C1(CCC3C2CC[C@@H]4C3(CCCC4)C)C
CDK_Depict_16_67	C1C[C@@H]2C[C@H]1[C@@H]([C@@H]2CO)C/C=C\CCCC(=O)O
CDK_Depict_16_68	CC(=O)O[C@H]1[C@H](O[C@H]2[C@@H]1OC(O2)(C)C)[C@H]3COC(=O)S3
CDK_Depict_16_69	CON(OC)P=O
CDK_Depict_16_70	C1=CN=C(N2C1O2)N
CDK_Depict_16_72	C1=C(C(=N)C(=CN1O)Cl)Cl
CDK_Depict_16_73	C(N)(N)(ON)ON
CDK_Depict_16_74	C[C@@H]1CC[C@]23[C@H]1CC[C@]2(C[C@]([C@@H]3C)(C)O)C
CDK_Depict_16_75	C(N)(N)(O)O
CDK_Depict_17_1	C[C@@H]1CCC[C@H]1O
CDK_Depict_17_2	CC1=C(ON=C1)NS(=O)(=O)N
CDK_Depict_17_3	C[C@@]12[C@@H](CCO1)CC2=O
CDK_Depict_17_4	CCC1=C(C(=NS1)OC)C
CDK_Depict_17_5	CC1=C(N=C(O1)SC)SC
CDK_Depict_17_6	CC(=O)O[C@@H](CSC#N)SC#N
CDK_Depict_17_7	C1P(=S)(OP1(=S)S)S
CDK_Depict_17_8	C=C=C=[Ru]=C=C=C
CDK_Depict_17_9	CC(C)P(=NP(=S)(C(C)C)C(C)C)(C(C)C)S
CDK_Depict_17_10	B1(CCCB(N1C)Cl)Cl
CDK_Depict_17_11	C1=COC=C1C(=O)C(F)(F)F
CDK_Depict_17_12	CSCS(C)(C)Cl
CDK_Depict_17_13	CC(=O)C(CSC(=S)N(C)C)SC(=S)N(C)C
CDK_Depict_17_14	FI(F)(F)(F)F
CDK_Depict_17_15	C[Si]NN([Si]C)[Si]C
CDK_Depict_17_16	C[C@@H]1[C@H](O[C@](C(=N1)C)(C2=CC=CC=C2)O)C3=CC=CC=C3
CDK_Depict_17_17	CC(=C[C@H]1[C@H](C1(C)C)C(=O)O)C
CDK_Depict_17_18	C1=CON(P=C1)N
CDK_Depict_17_19	C1[C@@H]([C@H]([C@@H]([C@H](N1)CO)O)O)O
CDK_Depict_17_20	CCC#S(=S)S
CDK_Depict_17_21	CC1=CC2=C(C=C1)N[C@]3(C[C@@H]2CS(=O)C3)C
CDK_Depict_17_22	C(=NC(=O)Cl)=S
CDK_Depict_17_23	CCC(O)(OC(CC)(O)S(=O)(=O)O)S(=O)(=O)O
CDK_Depict_17_24	C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2
CDK_Depict_17_25	C1CSN(O1)P(=O)(SN)SN
CDK_Depict_17_26	C1(N(O1)F)(F)F
CDK_Depict_17_27	C1=NC(SN1)S(=O)(=O)N
CDK_Depict_17_28	C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O
CDK_Depict_17_29	C1C=CCN[C@@H]1C2=CN=CC=C2
CDK_Depict_17_30	CCC(CC)(C(=C(F)F)Cl)O
CDK_Depict_17_32	C[C@H](/C=C/[C@@H]1[C@@](CC[C@]1(C(C)C)O)(C)CC=O)O
CDK_Depict_17_33	B1(C(=O)OC1=O)N
CDK_Depict_17_34	[2H]B(P)P(B([3H])[B])C([3H])F
CDK_Depict_17_35	B1(O[Hg]O1)O[Hg]OB2O[Hg]O2
CDK_Depict_17_36	B1(N(B(N(B(N1C)F)C)F)C)F
CDK_Depict_17_37	N[Hg]N(Cl)Cl
CDK_Depict_17_38	C1=CNC(=S)C=C1C(=O)O
CDK_Depict_17_41	P(=S)(P(=S)(S)S)(S)S
CDK_Depict_17_42	CCC[C@H](C)C1(C(=O)NC(=O)NC1=O)CC=C
CDK_Depict_17_44	B(NNCCC)(NNCCC)NNCCC
CDK_Depict_17_45	C1=CC=NC(=C1)P(C2=CC=CC=N2)C3=CC=CC=N3
CDK_Depict_17_47	C(=[Mo](=O)=O)P
CDK_Depict_17_48	C1CN(C(=O)NC1O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
CDK_Depict_17_49	C=C(S(=O)(=O)CF)S(=O)(=O)CF
CDK_Depict_17_50	CC(/C(=N\O)/N1CC1)(/C(=N\O)/N2CC2)C
CDK_Depict_17_53	CC1=C(N2[C@@H]([C@@H](C2=O)N)SC1)C(=O)O
CDK_Depict_17_54	C1C2(CN=N1)CN=NC2
CDK_Depict_17_56	CCCCC/C=C\C[C@H]([C@H]1COC(O1)(C)C)O
CDK_Depict_17_57	B1(CCCB(O1)OC)OC
CDK_Depict_17_58	CC1(OC[C@@H]([C@@H](O1)COCC2=CC=CC=C2)OC(=S)SC)C
CDK_Depict_17_59	CCCCOP1C=CC(C=C1)(C)OC
CDK_Depict_17_60	C[C@@H]1CC[C@H](C1)C
CDK_Depict_17_61	C1=NC=IC(=N1)N
CDK_Depict_17_62	C[C@@]1(CCC2C1(CCC3C2CC[C@H]4C3(CCC(=O)C4)C)C)O
CDK_Depict_17_63	C[C@]1([C@@H]([C@H](CN1C)C(=O)OC)C2=CC=CC=C2)C(=O)OC
CDK_Depict_17_64	C1=C[Te]C(=S)S1
CDK_Depict_17_65	C1=CN=C(N1)C2=NC=CN2
CDK_Depict_17_67	CN[C@H]1CC2=C(C=C(C=C2)F)[C@H](O1)C3=CC=CC=C3
CDK_Depict_17_69	C1=NNC(=S)NC1=S
CDK_Depict_17_70	CN(C)/C=N/C1=C(C(=NN1)N=CN(C)C)C#N
CDK_Depict_17_71	C[C@@H](/C=C/[C@@H]1[C@@](CC[C@]1(C(C)C)O)(C)CC=O)O
CDK_Depict_17_72	CCCCC#C[C@H](CF)O
CDK_Depict_17_73	OOOOOOOOOOOOOOOOOOOOOOOOOOOOOI(=O)(=O)=O
CDK_Depict_17_74	B(CN=[N+]=[N-])(OPP)OPP
CDK_Depict_17_75	C(=O)=[Re](=C=O)(=C=O)Br
CDK_Depict_17_76	CC(=O)O[C@H]1CC[C@@]2(C([C@]1(C(=O)O2)C)C(=O)OC)C
CDK_Depict_17_77	C[C@@]12CC[C@@H](C1(C)C)[C@H]([C@H]2O)N3CCOCCOCCOCCOCC3
CDK_Depict_17_78	[Mn]=[Pb]
CDK_Depict_17_79	COCON1OC(=O)O1
CDK_Depict_17_80	C(C(F)(F)S(=O)(=O)Cl)(F)(F)S(=O)(=O)Cl
CDK_Depict_17_81	C1C2CC3CC1CC(C2)(C3)N4C=NN=C4
CDK_Depict_17_82	C1=CC2=CC=CC3=CC(=O)C(=C1)N23
CDK_Depict_17_83	CN(C)S(=O)(=O)N1C=CN=C1
CDK_Depict_17_84	CC1=CSC(=C(O1)C)C
CDK_Depict_17_85	CN1C=CC=CC1=C(P(Cl)Cl)P(Cl)Cl
CDK_Depict_17_86	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O
CDK_Depict_17_87	[2H]C(=C\1C=CC=C/C1=C(/C)\O[2H])[2H]
CDK_Depict_17_88	CC1(C(=C1Cl)Cl)COC
CDK_Depict_17_90	C1(=C(C(=O)C1=O)P(=O)(O)O)O
CDK_Depict_17_91	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
CDK_Depict_17_92	C1=CC=C(C=C1)[C@H]2[C@H](N2)C3=CC=CC=C3
CDK_Depict_17_93	C1=C[Si](=[Si](C=C1)[Si])[Si]
CDK_Depict_17_94	CN=C(NP(=O)(F)F)OC
CDK_Depict_17_95	CCSCC[C@@H](C(=O)O)N
CDK_Depict_17_96	C(#N)O[In](OC#N)OC#N
CDK_Depict_17_97	N12N3N4N1N5N2N6N3N4N56
CDK_Depict_17_98	CN(C(Cl)(Br)I)F
CDK_Depict_17_99	C[C@@]1([C@@H]2CC[C@H]3[C@@H]2C[C@@H]1C3)OC
CDK_Depict_17_100	C(OC(OCF)(OCF)OCF)F
CDK_Depict_18_1	CN1C(=O)N(OC1=O)SC
CDK_Depict_18_2	C[C@@H]1CC[C@@](C1=C)(C)C2=C(C=C(C=C2)C)O
CDK_Depict_18_3	CC(C)(C)C1=C(P=C(P1)C(C)(C)C)C(C)(C)C
CDK_Depict_18_4	CC(C)OCN=C1SCS1
CDK_Depict_18_5	B1N=S=NBN=S=N1
CDK_Depict_18_6	N(=S=S)SS
CDK_Depict_18_7	CC1=CC(CN(O1)O)(C)C
CDK_Depict_18_8	C=CC#CCl
CDK_Depict_18_9	B12[As]3[As]1[As]23
CDK_Depict_18_10	C=CP(=O)(N)N
CDK_Depict_18_11	CN(CP(=O)(CN(C)S(=O)(=O)C)O)S(=O)(=O)C
CDK_Depict_18_12	CC1=C2C=C(CC[C@]2([C@@H](CC1)OC(=O)C)C)C(C)C
CDK_Depict_18_13	C[C@H]1CC[C@@](C12CO2)(C)C3=C(C=C(C=C3)C)O
CDK_Depict_18_14	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C
CDK_Depict_18_15	CC(C)SP(=S)(NC=NC)OC
CDK_Depict_18_16	CC1=CC=C([Te]1)N
CDK_Depict_18_17	C1=CC=C2C(=C1)C=CC=C2OI=O
CDK_Depict_18_18	CCOC(=O)C1=NO[C@H](C1)[C@@H](CO)O
CDK_Depict_18_19	CCP(CC)NCC(C)C
CDK_Depict_18_20	C1CCC2(C1)[C@H]3CC=CC[C@H]3C(=O)O2
CDK_Depict_18_21	C(C(Cl)(Cl)[Hg]C(Br)(Br)Br)(Cl)(Cl)Cl
CDK_Depict_18_22	CC(C)(C)CPPC(=O)OC(C)(C)C
CDK_Depict_18_23	CC1=NC2=C(O1)C=NN2
CDK_Depict_18_25	CC1=C([C@H]2CC[C@@]3(C[C@@]2(C1)CC[C@H]3OC(=O)C)C)C
CDK_Depict_18_26	CC(C)[C@@H]1CCCC(=C)C1
CDK_Depict_18_27	CN1CC2=C(C=C(C=C2)OC)[C@H]([C@@H]1C3=CC=CC=C3)O
CDK_Depict_18_28	C1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@H](O2)[C@@H](CO)O)O)O
CDK_Depict_18_29	[As]1=[As][Ba][Ba][Ba]1
CDK_Depict_18_30	C1=C(NN=C1)C2=CC=NN2
CDK_Depict_18_31	N=[AsH]
CDK_Depict_18_32	CC12CCC3C(C1CC[C@@H]2O)CC[C@@H]4C3(C[C@H](C(=O)C4)F)C
CDK_Depict_18_33	C1(=S)C(=S=NS1)Cl
CDK_Depict_18_34	C1=CNC=C(C1=S)Br
CDK_Depict_18_35	C1(ON(P1Cl)Cl)(Cl)Cl
CDK_Depict_18_36	CC1=NOC[C@@]1(C(F)(F)F)O
CDK_Depict_18_37	CCON=C=C1C=CC(C=C1)C(=O)O
CDK_Depict_18_38	C1=CN=NN=C1NC2=NN=NC=C2
CDK_Depict_18_39	CC(C)S(=O)C1=CN=NS1
CDK_Depict_18_40	CP1#CP(N=C1)C
CDK_Depict_18_41	C[Sn](C)(C)O[Se]O[Sn](C)(C)C
CDK_Depict_18_42	[2H]C([2H])(P(=O)(C)Cl)Cl
CDK_Depict_18_43	CS1(CS(C1)(I)I)I
CDK_Depict_18_44	COCC(C(=N)N)Cl
CDK_Depict_18_45	C(C(F)(Cl)Cl)(F)(F)SSC(C(F)(Cl)Cl)(F)F
CDK_Depict_18_46	C1=CC2=CC=CN2C(=C1)O
CDK_Depict_18_47	CCCCC[C@@H]([C@@H](/C=C/C=O)O)O
CDK_Depict_18_48	C1=C(C=C(C(=C1F)F)F)Br
CDK_Depict_18_49	O=S(=O)(OI(OS(=O)(=O)F)OS(=O)(=O)F)F
CDK_Depict_18_50	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)C=CC4=CC(=O)CC[C@]34C
CDK_Depict_18_51	CN1CC[C@H](C1C(=O)OC)C(=O)OC
CDK_Depict_18_52	C1C[C@H](C[C@H](C1)Cl)Cl
CDK_Depict_18_53	C(=N)(C(Cl)(Cl)Cl)N=C(C(Cl)(Cl)Cl)Cl
CDK_Depict_18_54	C[C@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC)O)O)O
CDK_Depict_18_55	CC(=O)O[C@@H]1CCCN2[C@@H]1C3=C(CC2)C4=CC=CC=C4N3
CDK_Depict_18_56	C1(=NC(=NC(=O)N1)P)Cl
CDK_Depict_18_57	N1=[Se]=N[Se]N=[Se]=N[Se]1
CDK_Depict_18_58	C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C
CDK_Depict_18_59	[2H]C([2H])(C(C)C)C(=N)C(=O)O
CDK_Depict_18_60	C1=C(C(=O)NC(=O)N1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
CDK_Depict_18_61	C1=CC(=C(C=C1C[C@@H](C(=O)O)O)Br)O
CDK_Depict_18_62	CC(C)[C@@]1(CC[C@]2([C@@H](CCC(=C)[C@@H]2C1)Br)C)O
CDK_Depict_18_63	C[C@@H]([C@H](C1=CC=CC=C1)O)NC
CDK_Depict_18_66	CC1(COC(=N1)C2=COC=C2)C
CDK_Depict_18_67	C[C@H]1C[C@@H]2CCC[C@@H]2S1
CDK_Depict_18_68	CC(C)(C)OC(=O)NOOC1=CC=CC=C1
CDK_Depict_18_69	CN1N2CN3CN(C2)N(P1N3C)C
CDK_Depict_18_70	CC(=O)OC#CC(=O)OC
CDK_Depict_18_71	CCSP(=O)(OC)Cl
CDK_Depict_18_72	CC1(/C(=N\OC)/C(=N/OC)/C(C1)(C)C)C
CDK_Depict_18_73	C1C[C@@]2(C[C@H]3C[C@H]3[C@H]1[C@H]4[C@@H]2C4)O
CDK_Depict_18_75	C1=C(C=C(C(C1O)O)O)O
CDK_Depict_18_78	CN(C)[Sb](N(C)C)(N(C)C)N(C)C
CDK_Depict_18_79	C/C(=N\O)/[C@H]1[C@H]2[C@H](C2(C)C)CC1=NO
CDK_Depict_18_80	CC(C)(C)OC(=O)C[C@]1(CC[C@@H]1N)O
CDK_Depict_18_81	B(NCCBr)(NCCBr)NCCBr
CDK_Depict_18_82	C1CPCC(C1N)C#N
CDK_Depict_18_83	C[C@@H]1CC[C@H]2[C@@]3(CO3)[C@H](O[C@H]4[C@@]25[C@H]1CC[C@](O4)(OO5)C)OO
CDK_Depict_18_84	C1=CSS(C1=O)(Cl)Cl
CDK_Depict_18_85	C(CO)[C@@H](C(=O)O)N
CDK_Depict_18_86	CC1(OCC[C@H](O1)COCC2=CC=CC=C2)C
CDK_Depict_18_87	C(C(=C(I)I)I)SC#N
CDK_Depict_18_88	CP(=C(P(C)(C)(C)I)P(C)(C)(C)I)(C)C
CDK_Depict_18_89	CO[C@@H]1C[C@]23C4=C(CCN2CC=C3C=C1)COC(=O)C4
CDK_Depict_18_90	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
CDK_Depict_18_91	CC(=O)N[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)OC(=O)C
CDK_Depict_18_92	CC(C)C1=CC2=C(CC[C@H]3[C@]2(CCC[C@@]3(C)CN)C)C=C1
CDK_Depict_18_93	C1=C(NN(N=C1)NCCO)F
CDK_Depict_18_94	C(=C(\N)/N=O)(\N)/NO
CDK_Depict_18_95	C1CSC2=N[C@H](CN21)C3=CC=CC=C3
CDK_Depict_18_96	C1C[C@@H]([C@@H](C1)O)CCCO
CDK_Depict_18_97	CS1(=C(O1)S(=O)(=O)C)=O
CDK_Depict_18_98	C[Si](C#C)([Si](C)(C#C)Cl)Cl
CDK_Depict_18_99	CC(C)(C)NS(=O)C1=CSC=C1
CDK_Depict_18_100	[2H]C([2H])(CC)OC([2H])([2H])C=C
CDK_Depict_19_1	CS(=O)(O)(OS(=O)(=O)O)S(=O)(=O)O
CDK_Depict_19_2	C1C[C@@]([C@H]1N)(CC(=O)O)O
CDK_Depict_19_3	COC1=C=C=CC=C1
CDK_Depict_19_4	C1C[C@H]([C@@H]1C#N)C(=O)N
CDK_Depict_19_5	C1=NC2(C(=N1)C(=NC=N2)N)N
CDK_Depict_19_7	COC(=O)CC(C(=O)NC1=CC=CC=C1)SC[C@@H](C(=O)O)N
CDK_Depict_19_8	C1CC[C@@H]([C@H](C1)CC2=CC=C(C=C2)O)O
CDK_Depict_19_9	CC(=O)O[C@H]1[C@@H](CN[C@H]1CC2=CC=C(C=C2)OC)O
